pagetitle,15;16;17;18;19;58;60;82;93;94;95;96;102;118;119;123;126;127;6
"072B-0050L-1S";"";"NPT 1/4";"0.1-3.5 бар";"0.06";"";"dol";"B";"никел. латунь";"нет";"Мембрана";"нет";"без";"072*-0050L-1S";"44-2211-241";"44-5211-241";"IR4201SK3PX4B";"IR4201SK3PX4B";"HRG5SL-D1FG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0050L-1S-5";"";"NPT 1/4";"0.1-3.5 бар";"0.06";;;"B";"никел. латунь";"нет";"Мембрана";"нет";"5-35 бар";"072*-0050L-1S-5";;;"IR4201SK3PX4B";"IR4201SK3PX4B";"HRG5SL-P1FG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0050L-1S-5-GAUGE";"";"NPT 1/4";"0.1-3.5 бар";"0.06";"";;"B";"никел. латунь";"нет";"Мембрана";"да";"5-35 бар";"072*-0050L-1S-5-GAUGE";;;"IR4201SK3PY4B";"IR4201SK3PY4B";"HRG5SL-P1FG1C-PP";"assets/images/ports/L-gauge.jpg";
"072B-0050L-1S-5-V";"";"NPT 1/4";"0.1-3.5 бар";"0.06";;;"B";"никел. латунь";"да";"Мембрана";"нет";"5-35 бар";"072*-0050L-1S-5-V";;;;;"HRG5SL-P1FG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0050L-1S-V";"";"NPT 1/4";"0.1-3.5 бар";"0.06";;;"B";"никел. латунь";"да";"Мембрана";"нет";"без";"072*-0050L-1S-V";"44-5211-241V";;;;"HRG5SL-D1FG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0050L-1S-V-GAUGE";"";"NPT 1/4";"0.1-3.5 бар";"0.06";;;"B";"никел. латунь";"нет";"Мембрана";"да";"без";"072*-0050L-1S-V-GAUGE";"44-5211-241V";;;;"HRG5SL-D1FG1C-PP";"assets/images/ports/L-gauge.jpg";
"072S-0050L-1S-5";"";"NPT 1/4";"0.1-3.5 бар";"0.06";"";;"S";"нерж. сталь 316L";"нет";"Мембрана";"нет";"5-35 бар";"072*-0050L-1S-5";;;"IR4001SK3PX4B";"IR4001SK3PX4B";"HRG5SL-P1FG1S-PP";"assets/images/1Man100x100.jpg";
"072S-0050L-1S-5-GAUGE";"";"NPT 1/4";"0.1-3.5 бар";"0.06";;;"S";"нерж. сталь 316L";"нет";"Мембрана";"да";"5-35 бар";"072*-0050L-1S-5-GAUGE";;;"IR4001SK3PY4B";"IR4001SK3PY4B";"HRG5SL-P1FG1S-PP";"assets/images/ports/L-gauge.jpg";
"072S-0050L-1S-5-V";"";"NPT 1/4";"0.1-3.5 бар";"0.06";;;"S";"нерж. сталь 316L";"да";"Мембрана";"нет";"5-35 бар";"072*-0050L-1S-5-V";;;;;"HRG5SL-P1FG1S-PP";"assets/images/1Man100x100.jpg";
"072S-0050L-1S-5-V-GAUGE";"";"NPT 1/4";"0.1-3.5 бар";"0.06";;;"S";"нерж. сталь 316L";"нет";"Мембрана";"да";"5-35 бар";"072*-0050L-1S-5-V-GAUGE";;;;;"HRG5SL-P1FG1S-PP";"assets/images/ports/L-gauge.jpg";
"072S-0050L-1S-V";"";"NPT 1/4";"0.1-3.5 бар";"0.06";"";;"S";"нерж. сталь 316L";"да";"Мембрана";"нет";"без";"072*-0050L-1S-V";"44-5261-241V";;;;"HRG5SL-D1FG1S-PP";"assets/images/1Man100x100.jpg";
"072S-0050L-1S-V-GAUGE";"";"NPT 1/4";"0.1-3.5 бар";"0.06";;;"S";"нерж. сталь 316L";"нет";"Мембрана";"да";"без";"072*-0050L-1S-V-GAUGE";"44-5261-241V";;;;"HRG5SL-D1FG1S-PP";"assets/images/ports/L-gauge.jpg";
"072B-0100L-1S-5";"";"NPT 1/4";"0.1-7 бар";"0.06";"";;"B";"никел. латунь";"нет";"Мембрана";"нет";"5-35 бар";"072*-0100L-1S-5";;;"IR4202SK3PX4B";"IR4202SK3PX4B";"HRG5SL-P1IG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0100L-1S-5-GAUGE";"";"NPT 1/4";"0.1-7 бар";"0.06";;;"B";"никел. латунь";"нет";"Мембрана";"да";"5-35 бар";"072*-0100L-1S-5-GAUGE";;;"IR4202SK3PY4B";"IR4202SK3PY4B";"HRG5SL-P1IG1C-PP";"assets/images/ports/L-gauge.jpg";
"072B-0100L-1S-5-V";"";"NPT 1/4";"0.1-7 бар";"0.06";;;"B";"никел. латунь";"да";"Мембрана";"нет";"5-35 бар";"072*-0100L-1S-5-V";;;;;"HRG5SL-P1IG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0100L-1S-V";"";"NPT 1/4";"0.1-7 бар";"0.06";;;"B";"никел. латунь";"да";"Мембрана";"нет";"без";"072*-0100L-1S-V";"44-5212-241V";;;;"HRG5SL-D1IG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0100L-1S-V-GAUGE";"";"NPT 1/4";"0.1-7 бар";"0.06";;;"B";"никел. латунь";"нет";"Мембрана";"да";"без";"072*-0100L-1S-V-GAUGE";"44-5212-241V";;;;"HRG5SL-D1IG1C-PP";"assets/images/ports/L-gauge.jpg";
"072S-0100L-1S-5";"";"NPT 1/4";"0.1-7 бар";"0.06";"";;"S";"нерж. сталь 316L";"нет";"Мембрана";"нет";"5-35 бар";"072*-0100L-1S-5";;;"IR4002SK3PX4B";"IR4002SK3PX4B";"HRG5SL-P1IG1S-PP";"assets/images/1Man100x100.jpg";
"072S-0100L-1S-5-GAUGE";"";"NPT 1/4";"0.1-7 бар";"0.06";"";;"S";"нерж. сталь 316L";"нет";"Мембрана";"да";"5-35 бар";"072*-0100L-1S-5-GAUGE";;;"IR4002SK3PY4B";"IR4002SK3PY4B";"HRG5SL-P1IG1S-PP";"assets/images/ports/L-gauge.jpg";
"072S-0100L-1S-5-V";"";"NPT 1/4";"0.1-7 бар";"0.06";;;"S";"нерж. сталь 316L";"да";"Мембрана";"нет";"5-35 бар";"072*-0100L-1S-5-V";;;;;"HRG5SL-P1IG1S-PP";"assets/images/1Man100x100.jpg";
"072S-0100L-1S-5-V-GAUGE";"";"NPT 1/4";"0.1-7 бар";"0.06";;;"S";"нерж. сталь 316L";"нет";"Мембрана";"да";"5-35 бар";"072*-0100L-1S-5-V-GAUGE";;;;;"HRG5SL-P1IG1S-PP";"assets/images/ports/L-gauge.jpg";
"072S-0100L-1S-V";"";"NPT 1/4";"0.1-7 бар";"0.06";;;"S";"нерж. сталь 316L";"да";"Мембрана";"нет";"без";"072*-0100L-1S-V";"44-5262-241V";;;;"HRG5SL-D1IG1S-PP";"assets/images/1Man100x100.jpg";
"072S-0100L-1S-V-GAUGE";"";"NPT 1/4";"0.1-7 бар";"0.06";;;"S";"нерж. сталь 316L";"нет";"Мембрана";"да";"без";"072*-0100L-1S-V-GAUGE";"44-5262-241V";;;;"HRG5SL-D1IG1S-PP";"assets/images/ports/L-gauge.jpg";
"072S-0100L-1S";"";"NPT 1/4";"0.1-7 бар";"0.06";"";"dol";"S";"нерж. сталь 316L";"нет";"Мембрана";"нет";"без";"072*-0100L-1S";"44-2262-241";"44-5262-241";"IR4002SK3PX4B";"IR4002SK3PX4B";"HRG5SL-D1IG1S-PP";"assets/images/1Man100x100.jpg";
"072B-0100L-1S";"";"NPT 1/4";"0.1-7 бар";"0.06";"";"dol";"B";"никел. латунь";"нет";"Мембрана";"нет";"без";"072*-0100L-1S";"44-2212-241";"44-5212-241";"IR4202SK3PX4B";"IR4202SK3PX4B";"HRG5SL-D1IG1C-PP";"assets/images/1Man100x100.jpg";
"072S-0250L-1S";"";"NPT 1/4";"0.1-17 бар";"0.06";"";"dol";"S";"нерж. сталь 316L";"нет";"Мембрана";"нет";"без";"072*-0250L-1S";"44-2263-241";"44-5263-241";"IR4003SK3PX4B";"IR4003SK3PX4B";"HRG5SL-D1LG1S-PP";"assets/images/1Man100x100.jpg";
"072B-0250L-1S";"";"NPT 1/4";"0.1-17 бар";"0.06";;"dol";"B";"никел. латунь";"нет";"Мембрана";"нет";"без";"072*-0250L-1S";"44-2213-241";"44-5213-241";"IR4203SK3PX4B";"IR4203SK3PX4B";"HRG5SL-D1LG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0250L-1S-5";"";"NPT 1/4";"0.1-17 бар";"0.06";"";;"B";"никел. латунь";"нет";"Мембрана";"нет";"5-35 бар";"072*-0250L-1S-5";;;"IR4203SK3PX4B";"IR4203SK3PX4B";"HRG5SL-P1LG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0250L-1S-5-GAUGE";"";"NPT 1/4";"0.1-17 бар";"0.06";;;"B";"никел. латунь";"нет";"Мембрана";"да";"5-35 бар";"072*-0250L-1S-5-GAUGE";;;"IR4203SK3PY4B";"IR4203SK3PY4B";"HRG5SL-P1LG1C-PP";"assets/images/ports/L-gauge.jpg";
"072B-0250L-1S-5-V";"";"NPT 1/4";"0.1-17 бар";"0.06";;;"B";"никел. латунь";"да";"Мембрана";"нет";"5-35 бар";"072*-0250L-1S-5-V";;;;;"HRG5SL-P1LG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0250L-1S-V";"";"NPT 1/4";"0.1-17 бар";"0.06";"";;"B";"никел. латунь";"да";"Мембрана";"нет";"без";"072*-0250L-1S-V";"44-5213-241V";;;;"HRG5SL-D1LG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0250L-1S-V-GAUGE";"";"NPT 1/4";"0.1-17 бар";"0.06";;;"B";"никел. латунь";"нет";"Мембрана";"да";"без";"072*-0250L-1S-V-GAUGE";"44-5213-241V";;;;"HRG5SL-D1LG1C-PP";"assets/images/ports/L-gauge.jpg";
"072S-0250L-1S-5";"";"NPT 1/4";"0.1-17 бар";"0.06";;;"S";"нерж. сталь 316L";"нет";"Мембрана";"нет";"5-35 бар";"072*-0250L-1S-5";;;"IR4003SK3PX4B";"IR4003SK3PX4B";"HRG5SL-P1LG1S-PP";"assets/images/1Man100x100.jpg";
"072S-0250L-1S-5-GAUGE";"";"NPT 1/4";"0.1-17 бар";"0.06";"";;"S";"нерж. сталь 316L";"нет";"Мембрана";"да";"5-35 бар";"072*-0250L-1S-5-GAUGE";;;"IR4003SK3PY4B";"IR4003SK3PY4B";"HRG5SL-P1LG1S-PP";"assets/images/ports/L-gauge.jpg";
"072S-0250L-1S-5-V";"";"NPT 1/4";"0.1-17 бар";"0.06";;;"S";"нерж. сталь 316L";"да";"Мембрана";"нет";"5-35 бар";"072*-0250L-1S-5-V";;;;;"HRG5SL-P1LG1S-PP";"assets/images/1Man100x100.jpg";
"072S-0250L-1S-5-V-GAUGE";"";"NPT 1/4";"0.1-17 бар";"0.06";;;"S";"нерж. сталь 316L";"нет";"Мембрана";"да";"5-35 бар";"072*-0250L-1S-5-V-GAUGE";;;;;"HRG5SL-P1LG1S-PP";"assets/images/ports/L-gauge.jpg";
"072S-0250L-1S-V";"";"NPT 1/4";"0.1-17 бар";"0.06";;;"S";"нерж. сталь 316L";"да";"Мембрана";"нет";"без";"072*-0250L-1S-V";"44-5263-241V";;;;"HRG5SL-D1LG1S-PP";"assets/images/1Man100x100.jpg";
"072S-0250L-1S-V-GAUGE";"";"NPT 1/4";"0.1-17 бар";"0.06";;;"S";"нерж. сталь 316L";"нет";"Мембрана";"да";"без";"072*-0250L-1S-V-GAUGE";"44-5263-241V";;;;"HRG5SL-D1LG1S-PP";"assets/images/ports/L-gauge.jpg";
"072S-0500L-1S";"";"NPT 1/4";"0.2-35 бар";"0.06";;"dol";"S";"нерж. сталь 316L";"нет";"Мембрана";"нет";"без";"072*-0500L-1S";"44-2264-241";"44-5265-241";"IR4005SK3PX4B";"IR4005SK3PX4B";"HRG5SL-D1NG1S-PP";"assets/images/1Man100x100.jpg";
"072B-0500L-1S";"";"NPT 1/4";"0.2-35 бар";"0.06";"";"dol";"B";"никел. латунь";"нет";"Мембрана";"нет";"без";"072*-0500L-1S";"44-2214-241";"44-5215-241";"IR4205SK3PX4B";"IR4205SK3PX4B";"HRG5SL-D1NG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0500L-1S-5";"";"NPT 1/4";"0.2-35 бар";"0.06";;;"B";"никел. латунь";"нет";"Мембрана";"нет";"5-35 бар";"072*-0500L-1S-5";;;"IR4205SK3PX4B";"IR4205SK3PX4B";;"assets/images/1Man100x100.jpg";
"072B-0500L-1S-5-GAUGE";"";"NPT 1/4";"0.2-35 бар";"0.06";;;"B";"никел. латунь";"нет";"Мембрана";"да";"5-35 бар";"072*-0500L-1S-5-GAUGE";;;"IR4205SK3PY4B";"IR4205SK3PY4B";;"assets/images/ports/L-gauge.jpg";
"072B-0500L-1S-5-V";"";"NPT 1/4";"0.2-35 бар";"0.06";"";;"B";"никел. латунь";"да";"Мембрана";"нет";"5-35 бар";"072*-0500L-1S-5-V";;;;;;"assets/images/1Man100x100.jpg";
"072B-0500L-1S-V";"";"NPT 1/4";"0.2-35 бар";"0.06";"";;"B";"никел. латунь";"да";"Мембрана";"нет";"без";"072*-0500L-1S-V";"44-5215-241V";;;;"HRG5SL-D1NG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0500L-1S-V-GAUGE";"";"NPT 1/4";"0.2-35 бар";"0.06";;;"B";"никел. латунь";"нет";"Мембрана";"да";"без";"072*-0500L-1S-V-GAUGE";"44-5215-241V";;;;"HRG5SL-D1NG1C-PP";"assets/images/ports/L-gauge.jpg";
"072S-0500L-1S-5";"";"NPT 1/4";"0.2-35 бар";"0.06";;;"S";"нерж. сталь 316L";"нет";"Мембрана";"нет";"5-35 бар";"072*-0500L-1S-5";;;"IR4005SK3PX4B";"IR4005SK3PX4B";;"assets/images/1Man100x100.jpg";
"072S-0500L-1S-5-GAUGE";"";"NPT 1/4";"0.2-35 бар";"0.06";;;"S";"нерж. сталь 316L";"нет";"Мембрана";"да";"5-35 бар";"072*-0500L-1S-5-GAUGE";;;"IR4005SK3PY4B";"IR4005SK3PY4B";;"assets/images/ports/L-gauge.jpg";
"072S-0500L-1S-5-V";"";"NPT 1/4";"0.2-35 бар";"0.06";;;"S";"нерж. сталь 316L";"да";"Мембрана";"нет";"5-35 бар";"072*-0500L-1S-5-V";;;;;;"assets/images/1Man100x100.jpg";
"072S-0500L-1S-5-V-GAUGE";"";"NPT 1/4";"0.2-35 бар";"0.06";;;"S";"нерж. сталь 316L";"нет";"Мембрана";"да";"5-35 бар";"072*-0500L-1S-5-V-GAUGE";;;;;;"assets/images/ports/L-gauge.jpg";
"072S-0500L-1S-V";"";"NPT 1/4";"0.2-35 бар";"0.06";"";;"S";"нерж. сталь 316L";"да";"Мембрана";"нет";"без";"072*-0500L-1S-V";"44-5265-241V";;;;"HRG5SL-D1NG1S-PP";"assets/images/1Man100x100.jpg";
"072S-0500L-1S-V-GAUGE";"";"NPT 1/4";"0.2-35 бар";"0.06";;;"S";"нерж. сталь 316L";"нет";"Мембрана";"да";"без";"072*-0500L-1S-V-GAUGE";"44-5265-241V";;;;"HRG5SL-D1NG1S-PP";"assets/images/ports/L-gauge.jpg";
"072S-0025L-1O";"";"NPT 1/4";"0.1-1.7 бар";"0.2";;"dol";"S";"нерж. сталь 316L";"нет";"Мембрана";"нет";"без";"072*-0025L-1O";"44-5260-243";;"IR4000S2K3PX4B";"IR4000S2K3PX4B";"HRG5SL-D1FG1S-PP";"assets/images/1Man100x100.jpg";
"072B-0025L-1O";"";"NPT 1/4";"0.1-1.7 бар";"0.2";;"dol";"B";"никел. латунь";"нет";"Мембрана";"нет";"без";"072*-0025L-1O";"44-5210-243";;"IR4200S2K3PX4B";"IR4200S2K3PX4B";"HRG5SL-D1FG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0025L-1O-5";"";"NPT 1/4";"0.1-1.7 бар";"0.2";"";;"B";"никел. латунь";"нет";"Мембрана";"нет";"5-35 бар";"072*-0025L-1O-5";"44-2210-241";"44-5210-242";"IR4200S2K3PX4B";"IR4200S2K3PX4B";"HRG5SL-P1FG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0025L-1O-5-V";"";"NPT 1/4";"0.1-1.7 бар";"0.2";;;"B";"никел. латунь";"да";"Мембрана";"нет";"5-35 бар";"072*-0025L-1O-5-V";"44-5210-242V";;;;"HRG5SL-P1FG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0025L-1O-V";"";"NPT 1/4";"0.1-1.7 бар";"0.2";;;"B";"никел. латунь";"да";"Мембрана";"нет";"без";"072*-0025L-1O-V";"44-5210-243V";;;;"HRG5SL-D1FG1C-PP";"assets/images/1Man100x100.jpg";
"072S-0025L-1O-5";"";"NPT 1/4";"0.1-1.7 бар";"0.2";"";;"S";"нерж. сталь 316L";"нет";"Мембрана";"нет";"5-35 бар";"072*-0025L-1O-5";"44-2260-241";"44-5260-242";"IR4000S2K3PXX4B";"IR4000S2K3PXX4B";"HRG5SL-P1FG1S-PP";"assets/images/1Man100x100.jpg";
"072S-0025L-1O-5-GAUGE";"";"NPT 1/4";"0.1-1.7 бар";"0.2";;;"S";"нерж. сталь 316L";"нет";"Мембрана";"да";"5-35 бар";"072*-0025L-1O-5-GAUGE";"44-5260-242";;"IR4000S2K3PY4B";"IR4000S2K3PY4B";"HRG5SL-P1FG1S-PP";"assets/images/ports/L-gauge.jpg";
"072S-0025L-1O-5-V";"";"NPT 1/4";"0.1-1.7 бар";"0.2";;;"S";"нерж. сталь 316L";"да";"Мембрана";"нет";"5-35 бар";"072*-0025L-1O-5-V";"44-5260-242V";;;;"HRG5SL-P1FG1S-PP";"assets/images/1Man100x100.jpg";
"072S-0025L-1O-V";"";"NPT 1/4";"0.1-1.7 бар";"0.2";;;"S";"нерж. сталь 316L";"да";"Мембрана";"нет";"без";"072*-0025L-1O-V";"44-5260-243V";;;;"HRG5SL-D1FG1S-PP";"assets/images/1Man100x100.jpg";
"072S-0050L-1O";"";"NPT 1/4";"0.1-3.5 бар";"0.2";"";"dol";"S";"нерж. сталь 316L";"нет";"Мембрана";"нет";"без";"072*-0050L-1O";"44-5261-243";;"IR4001S2K3PX4B";"IR4001S2K3PX4B";"HRG5SL-D1FG1S-PP";"assets/images/1Man100x100.jpg";
"072B-0050L-1O";"";"NPT 1/4";"0.1-3.5 бар";"0.2";"";"dol";"B";"никел. латунь";"нет";"Мембрана";"нет";"без";"072*-0050L-1O";"44-5211-243";;"IR4201S2K3PX4B";"IR4201S2K3PX4B";"HRG5SL-D1FG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0050L-1O-5";"";"NPT 1/4";"0.1-3.5 бар";"0.2";;;"B";"никел. латунь";"нет";"Мембрана";"нет";"5-35 бар";"072*-0050L-1O-5";"44-2211-241";"44-5211-242";"IR4201S2K3PX4B";"IR4201S2K3PX4B";"HRG5SL-P1FG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0050L-1O-5-V";"";"NPT 1/4";"0.1-3.5 бар";"0.2";;;"B";"никел. латунь";"да";"Мембрана";"нет";"5-35 бар";"072*-0050L-1O-5-V";"44-5211-242V";;;;"HRG5SL-P1FG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0050L-1O-V";"";"NPT 1/4";"0.1-3.5 бар";"0.2";;;"B";"никел. латунь";"да";"Мембрана";"нет";"без";"072*-0050L-1O-V";"44-5211-243V";;;;"HRG5SL-D1FG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0050L-1O-5-GAUGE";"";"NPT 1/4";"0.1-3.5 бар";"0.2";;;"B";"никел. латунь";"нет";"Мембрана";"да";"5-35 бар";"072*-0050L-1O-5-GAUGE";"44-5211-242";;"IR4201S2K3PY4B";"IR4201S2K3PY4B";"HRG5SL-P1FG1C-PP";"assets/images/ports/L-gauge.jpg";
"072S-0050L-1O-5";"";"NPT 1/4";"0.1-3.5 бар";"0.2";;;"S";"нерж. сталь 316L";"нет";"Мембрана";"нет";"5-35 бар";"072*-0050L-1O-5";"44-2261-241";"44-5261-242";"IR4001S2K3PX4B";"IR4001S2K3PX4B";"HRG5SL-P1FG1S-PP";"assets/images/1Man100x100.jpg";
"072S-0050L-1O-5-V";"";"NPT 1/4";"0.1-3.5 бар";"0.2";;;"S";"нерж. сталь 316L";"да";"Мембрана";"нет";"5-35 бар";"072*-0050L-1O-5-V";"44-5261-242V";;;;"HRG5SL-P1FG1S-PP";"assets/images/1Man100x100.jpg";
"072S-0050L-1O-V";"";"NPT 1/4";"0.1-3.5 бар";"0.2";;;"S";"нерж. сталь 316L";"да";"Мембрана";"нет";"без";"072*-0050L-1O-V";"44-5261-243V";;;;"HRG5SL-D1FG1S-PP";"assets/images/1Man100x100.jpg";
"072B-0100L-1O-5";"";"NPT 1/4";"0.1-7 бар";"0.2";"";;"B";"никел. латунь";"нет";"Мембрана";"нет";"5-35 бар";"072*-0100L-1O-5";"44-2212-241";"44-5212-242";"IR4202S2K3PX4B";"IR4202S2K3PX4B";"HRG5SL-P1IG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0100L-1O-5-V";"";"NPT 1/4";"0.1-7 бар";"0.2";;;"B";"никел. латунь";"да";"Мембрана";"нет";"5-35 бар";"072*-0100L-1O-5-V";"44-5212-242V";;;;"HRG5SL-P1IG1C-PP";"assets/images/1Man100x100.jpg";
"072B-0100L-1O-V";"";"NPT 1/4";"0.1-7 бар";"0.2";;;"B";"никел. латунь";"да";"Мембрана";"нет";"без";"072*-0100L-1O-V";"44-5212-243V";;;;"HRG5SL-D1IG1C-PP";"assets/images/1Man100x100.jpg";
"072S-0100L-1O-5";"";"NPT 1/4";"0.1-7 бар";"0.2";"";;"S";"нерж. сталь 316L";"нет";"Мембрана";"нет";"5-35 бар";"072*-0100L-1O-5";"44-2262-241";"44-5262-242";"IR4002S2K3PX4B";"IR4002S2K3PX4B";"HRG5SL-P1IG1S-PP";"assets/images/1Man100x100.jpg";
"072S-0100L-1O-5-V";"";"NPT 1/4";"0.1-7 бар";"0.2";;;"S";"нерж. сталь 316L";"да";"Мембрана";"нет";"5-35 бар";"072*-0100L-1O-5-V";"44-5262-242V";;;;"HRG5SL-P1IG1S-PP";"assets/images/1Man100x100.jpg";
"072S-0100L-1O-V";"";"NPT 1/4";"0.1-7 бар";"0.2";;;"S";"нерж. сталь 316L";"да";"Мембрана";"нет";"без";"072*-0100L-1O-V";"44-5262-243V";;;;"HRG5SL-D1IG1S-PP";"assets/images/1Man100x100.jpg";
"072S-0100L-1O";"";"NPT 1/4";"0.1-7 бар";"0.2";;"dol";"S";"нерж. сталь 316L";"нет";"Мембрана";"нет";"без";"072*-0100L-1O";"44-5262-243";;"IR4002S2K3PX4B";"IR4002S2K3PX4B";"HRG5SL-D1IG1S-PP";"assets/images/1Man100x100.jpg";
