pagetitle,15;16;17;25;6;19
"AR11E500.EX.LT.220/50";"";"5000 Нм ";"220/50";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E600.EX.LT.220/50";"";"6000 Нм ";"220/50";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E005.EX.LT.24/DC";"";"50 Нм ";"24/DC";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E008.EX.LT.24/DC";"";"80 Нм ";"24/DC";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E010.EX.LT.24/DC";"";"100 Нм ";"24/DC";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E015.EX.LT.24/DC";"";"150 Нм ";"24/DC";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E020.EX.LT.24/DC";"";"200 Нм ";"24/DC";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E030.EX.LT.24/DC";"";"300 Нм ";"24/DC";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E050.EX.LT.24/DC";"";"500 Нм ";"24/DC";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E060.EX.LT.24/DC";"";"600 Нм ";"24/DC";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E080.EX.LT.24/DC";"";"800 Нм ";"24/DC";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E120.EX.LT.24/DC";"";"1200 Нм ";"24/DC";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E150.EX.LT.24/DC";"";"1500 Нм ";"24/DC";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E200.EX.LT.24/DC";"";"2000 Нм ";"24/DC";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E300.EX.LT.24/DC";"";"3000 Нм ";"24/DC";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E400.EX.LT.24/DC";"";"4000 Нм ";"24/DC";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E500.EX.LT.24/DC";"";"5000 Нм ";"24/DC";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E600.EX.LT.24/DC";"";"6000 Нм ";"24/DC";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E005.POSI.LT.220/50";"";"50 Нм ";"220/50";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E008.POSI.LT.220/50";"";"80 Нм ";"220/50";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E010.POSI.LT.220/50";"";"100 Нм ";"220/50";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E015.POSI.LT.220/50";"";"150 Нм ";"220/50";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E020.POSI.LT.220/50";"";"200 Нм ";"220/50";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E030.POSI.LT.220/50";"";"300 Нм ";"220/50";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E050.POSI.LT.220/50";"";"500 Нм ";"220/50";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E060.POSI.LT.220/50";"";"600 Нм ";"220/50";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E080.POSI.LT.220/50";"";"800 Нм ";"220/50";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E120.POSI.LT.220/50";"";"1200 Нм ";"220/50";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E150.POSI.LT.220/50";"";"1500 Нм ";"220/50";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E200.POSI.LT.220/50";"";"2000 Нм ";"220/50";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E300.POSI.LT.220/50";"";"3000 Нм ";"220/50";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E400.POSI.LT.220/50";"";"4000 Нм ";"220/50";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E500.POSI.LT.220/50";"";"5000 Нм ";"220/50";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E600.POSI.LT.220/50";"";"6000 Нм ";"220/50";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E005.POSI.LT.24/DC";"";"50 Нм ";"24/DC";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E008.POSI.LT.24/DC";"";"80 Нм ";"24/DC";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E010.POSI.LT.24/DC";"";"100 Нм ";"24/DC";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E015.POSI.LT.24/DC";"";"150 Нм ";"24/DC";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E020.POSI.LT.24/DC";"";"200 Нм ";"24/DC";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E030.POSI.LT.24/DC";"";"300 Нм ";"24/DC";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E050.POSI.LT.24/DC";"";"500 Нм ";"24/DC";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E060.POSI.LT.24/DC";"";"600 Нм ";"24/DC";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E080.POSI.LT.24/DC";"";"800 Нм ";"24/DC";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E120.POSI.LT.24/DC";"";"1200 Нм ";"24/DC";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E150.POSI.LT.24/DC";"";"1500 Нм ";"24/DC";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E200.POSI.LT.24/DC";"";"2000 Нм ";"24/DC";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E300.POSI.LT.24/DC";"";"3000 Нм ";"24/DC";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E400.POSI.LT.24/DC";"";"4000 Нм ";"24/DC";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E500.POSI.LT.24/DC";"";"5000 Нм ";"24/DC";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E600.POSI.LT.24/DC";"";"6000 Нм ";"24/DC";"позиционер -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E005.POSI.EX.LT.220/50";"";"50 Нм ";"220/50";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E008.POSI.EX.LT.220/50";"";"80 Нм ";"220/50";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E010.POSI.EX.LT.220/50";"";"100 Нм ";"220/50";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E015.POSI.EX.LT.220/50";"";"150 Нм ";"220/50";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E020.POSI.EX.LT.220/50";"";"200 Нм ";"220/50";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E030.POSI.EX.LT.220/50";"";"300 Нм ";"220/50";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E050.POSI.EX.LT.220/50";"";"500 Нм ";"220/50";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E060.POSI.EX.LT.220/50";"";"600 Нм ";"220/50";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E080.POSI.EX.LT.220/50";"";"800 Нм ";"220/50";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E120.POSI.EX.LT.220/50";"";"1200 Нм ";"220/50";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E150.POSI.EX.LT.220/50";"";"1500 Нм ";"220/50";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E200.POSI.EX.LT.220/50";"";"2000 Нм ";"220/50";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E300.POSI.EX.LT.220/50";"";"3000 Нм ";"220/50";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E400.POSI.EX.LT.220/50";"";"4000 Нм ";"220/50";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E500.POSI.EX.LT.220/50";"";"5000 Нм ";"220/50";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E600.POSI.EX.LT.220/50";"";"6000 Нм ";"220/50";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E005.POSI.EX.LT.24/DC";"";"50 Нм ";"24/DC";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E008.POSI.EX.LT.24/DC";"";"80 Нм ";"24/DC";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E010.POSI.EX.LT.24/DC";"";"100 Нм ";"24/DC";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E015.POSI.EX.LT.24/DC";"";"150 Нм ";"24/DC";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E020.POSI.EX.LT.24/DC";"";"200 Нм ";"24/DC";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E030.POSI.EX.LT.24/DC";"";"300 Нм ";"24/DC";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E050.POSI.EX.LT.24/DC";"";"500 Нм ";"24/DC";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E060.POSI.EX.LT.24/DC";"";"600 Нм ";"24/DC";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E080.POSI.EX.LT.24/DC";"";"800 Нм ";"24/DC";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E120.POSI.EX.LT.24/DC";"";"1200 Нм ";"24/DC";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E150.POSI.EX.LT.24/DC";"";"1500 Нм ";"24/DC";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E200.POSI.EX.LT.24/DC";"";"2000 Нм ";"24/DC";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E300.POSI.EX.LT.24/DC";"";"3000 Нм ";"24/DC";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E400.POSI.EX.LT.24/DC";"";"4000 Нм ";"24/DC";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E500.POSI.EX.LT.24/DC";"";"5000 Нм ";"24/DC";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
"AR11E600.POSI.EX.LT.24/DC";"";"6000 Нм ";"24/DC";"позиционер -40°C EX";"products/valves/zatvor/AR01E.png";;
