"#","Код","Параметр:Код:Давление","Параметр:Код:Подсоединение","Параметр:Код:Размер шкалы","Параметр:Код:Поверка","Параметр:Код:Конфигурация"
,"G10-C-12M-50R-400kPa-VE","от 0 до 400кПа","M12x1.5","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-50R-600kPa-VE","от 0 до 600кПа","M12x1.5","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-50R-1MPa-VE","от 0 до 1МПа","M12x1.5","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-50R-1,6MPa-VE","от 0 до 1.6МПа","M12x1.5","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-50R-2,5MPa-VE","от 0 до 2.5МПа","M12x1.5","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-50R-4MPa-VE","от 0 до 4МПа","M12x1.5","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-50R-6MPa-VE","от 0 до 6МПа","M12x1.5","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-50R-10MPa-VE","от 0 до 10МПа","M12x1.5","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-50R-16MPa-VE","от 0 до 16МПа","M12x1.5","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-50R-25MPa-VE","от 0 до 25МПа","M12x1.5","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-50R-40MPa-VE","от 0 до 40МПа","M12x1.5","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-63R-60kPa-VE","от 0 до 60кПа","M12x1.5","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-63R-100kPa-VE","от 0 до 100кПа","M12x1.5","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-63R-160kPa-VE","от 0 до 160кПа","M12x1.5","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-63R-250kPa-VE","от 0 до 250кПа","M12x1.5","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-63R-400kPa-VE","от 0 до 400кПа","M12x1.5","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-63R-600kPa-VE","от 0 до 600кПа","M12x1.5","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-63R-1MPa-VE","от 0 до 1МПа","M12x1.5","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-63R-1,6MPa-VE","от 0 до 1.6МПа","M12x1.5","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-63R-2,5MPa-VE","от 0 до 2.5МПа","M12x1.5","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-63R-4MPa-VE","от 0 до 4МПа","M12x1.5","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-63R-6MPa-VE","от 0 до 6МПа","M12x1.5","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-63R-10MPa-VE","от 0 до 10МПа","M12x1.5","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-63R-16MPa-VE","от 0 до 16МПа","M12x1.5","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-63R-25MPa-VE","от 0 до 25МПа","M12x1.5","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-63R-40MPa-VE","от 0 до 40МПа","M12x1.5","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-20M-100R-60kPa-VE","от 0 до 60кПа","M20x1.5","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-20M-100R-100kPa-VE","от 0 до 100кПа","M20x1.5","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-20M-100R-160kPa-VE","от 0 до 160кПа","M20x1.5","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-20M-100R-250kPa-VE","от 0 до 250кПа","M20x1.5","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-20M-100R-400kPa-VE","от 0 до 400кПа","M20x1.5","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-20M-100R-600kPa-VE","от 0 до 600кПа","M20x1.5","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-20M-100R-1MPa-VE","от 0 до 1МПа","M20x1.5","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-20M-100R-1,6MPa-VE","от 0 до 1.6МПа","M20x1.5","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-20M-100R-2,5MPa-VE","от 0 до 2.5МПа","M20x1.5","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-20M-100R-4MPa-VE","от 0 до 4МПа","M20x1.5","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-20M-100R-6MPa-VE","от 0 до 6МПа","M20x1.5","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-20M-100R-10MPa-VE","от 0 до 10МПа","M20x1.5","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-20M-100R-16MPa-VE","от 0 до 16МПа","M20x1.5","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-20M-100R-25MPa-VE","от 0 до 25МПа","M20x1.5","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-20M-100R-40MPa-VE","от 0 до 40МПа","M20x1.5","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2N-40R-60kPa-VE","от 0 до 60кПа","NPT 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2N-40R-100kPa-VE","от 0 до 100кПа","NPT 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2N-40R-160kPa-VE","от 0 до 160кПа","NPT 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2N-40R-250kPa-VE","от 0 до 250кПа","NPT 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2N-40R-400kPa-VE","от 0 до 400кПа","NPT 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2N-40R-600kPa-VE","от 0 до 600кПа","NPT 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2N-40R-1MPa-VE","от 0 до 1МПа","NPT 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2N-40R-1,6MPa-VE","от 0 до 1.6МПа","NPT 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2N-40R-2,5MPa-VE","от 0 до 2.5МПа","NPT 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2N-40R-4MPa-VE","от 0 до 4МПа","NPT 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2N-40R-6MPa-VE","от 0 до 6МПа","NPT 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2N-40R-10MPa-VE","от 0 до 10МПа","NPT 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2N-40R-16MPa-VE","от 0 до 16МПа","NPT 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2N-40R-25MPa-VE","от 0 до 25МПа","NPT 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2N-40R-40MPa-VE","от 0 до 40МПа","NPT 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-50R-60kPa-VE","от 0 до 60кПа","NPT 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-50R-100kPa-VE","от 0 до 100кПа","NPT 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-50R-160kPa-VE","от 0 до 160кПа","NPT 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-50R-250kPa-VE","от 0 до 250кПа","NPT 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-50R-400kPa-VE","от 0 до 400кПа","NPT 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-50R-600kPa-VE","от 0 до 600кПа","NPT 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-50R-1MPa-VE","от 0 до 1МПа","NPT 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-50R-1,6MPa-VE","от 0 до 1.6МПа","NPT 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-50R-2,5MPa-VE","от 0 до 2.5МПа","NPT 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-50R-4MPa-VE","от 0 до 4МПа","NPT 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-50R-6MPa-VE","от 0 до 6МПа","NPT 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-50R-10MPa-VE","от 0 до 10МПа","NPT 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-50R-16MPa-VE","от 0 до 16МПа","NPT 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-50R-25MPa-VE","от 0 до 25МПа","NPT 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-50R-40MPa-VE","от 0 до 40МПа","NPT 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-63R-60kPa-VE","от 0 до 60кПа","NPT 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-63R-100kPa-VE","от 0 до 100кПа","NPT 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-63R-160kPa-VE","от 0 до 160кПа","NPT 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-63R-250kPa-VE","от 0 до 250кПа","NPT 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-63R-400kPa-VE","от 0 до 400кПа","NPT 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-63R-600kPa-VE","от 0 до 600кПа","NPT 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-63R-1MPa-VE","от 0 до 1МПа","NPT 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-63R-1,6MPa-VE","от 0 до 1.6МПа","NPT 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-63R-2,5MPa-VE","от 0 до 2.5МПа","NPT 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-63R-4MPa-VE","от 0 до 4МПа","NPT 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-63R-6MPa-VE","от 0 до 6МПа","NPT 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-63R-10MPa-VE","от 0 до 10МПа","NPT 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-63R-16MPa-VE","от 0 до 16МПа","NPT 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-63R-25MPa-VE","от 0 до 25МПа","NPT 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4N-63R-40MPa-VE","от 0 до 40МПа","NPT 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8N-100R-60kPa-VE","от 0 до 60кПа","NPT 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8N-100R-100kPa-VE","от 0 до 100кПа","NPT 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8N-100R-160kPa-VE","от 0 до 160кПа","NPT 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8N-100R-250kPa-VE","от 0 до 250кПа","NPT 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8N-100R-400kPa-VE","от 0 до 400кПа","NPT 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8N-100R-600kPa-VE","от 0 до 600кПа","NPT 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8N-100R-1MPa-VE","от 0 до 1МПа","NPT 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8N-100R-1,6MPa-VE","от 0 до 1.6МПа","NPT 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8N-100R-2,5MPa-VE","от 0 до 2.5МПа","NPT 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8N-100R-4MPa-VE","от 0 до 4МПа","NPT 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8N-100R-6MPa-VE","от 0 до 6МПа","NPT 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8N-100R-10MPa-VE","от 0 до 10МПа","NPT 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8N-100R-16MPa-VE","от 0 до 16МПа","NPT 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8N-100R-25MPa-VE","от 0 до 25МПа","NPT 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8N-100R-40MPa-VE","от 0 до 40МПа","NPT 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2G-40F-60kPa-VE","от 0 до 60кПа","G 1/8","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-2G-40F-100kPa-VE","от 0 до 100кПа","G 1/8","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-2G-40F-160kPa-VE","от 0 до 160кПа","G 1/8","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-2G-40F-250kPa-VE","от 0 до 250кПа","G 1/8","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-2G-40F-400kPa-VE","от 0 до 400кПа","G 1/8","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-2G-40F-600kPa-VE","от 0 до 600кПа","G 1/8","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-2G-40F-1MPa-VE","от 0 до 1МПа","G 1/8","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-2G-40F-1,6MPa-VE","от 0 до 1.6МПа","G 1/8","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-2G-40F-2,5MPa-VE","от 0 до 2.5МПа","G 1/8","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-2G-40F-40Far-VE","от 0 до 4МПа","G 1/8","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-2G-40F-6MPa-VE","от 0 до 6МПа","G 1/8","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-2G-40F-10MPa-VE","от 0 до 10МПа","G 1/8","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-2G-40F-16MPa-VE","от 0 до 16МПа","G 1/8","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-2G-40F-25MPa-VE","от 0 до 25МПа","G 1/8","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-2G-40F-40MPa-VE","от 0 до 40МПа","G 1/8","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-50F-60kPa-VE","от 0 до 60кПа","G 1/4","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-50F-100kPa-VE","от 0 до 100кПа","G 1/4","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-50F-160kPa-VE","от 0 до 160кПа","G 1/4","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-50F-250kPa-VE","от 0 до 250кПа","G 1/4","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-50F-400kPa-VE","от 0 до 400кПа","G 1/4","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-50F-600kPa-VE","от 0 до 600кПа","G 1/4","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-50F-1MPa-VE","от 0 до 1МПа","G 1/4","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-50F-1,6MPa-VE","от 0 до 1.6МПа","G 1/4","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-50F-2,5MPa-VE","от 0 до 2.5МПа","G 1/4","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-50F-4MPa-VE","от 0 до 4МПа","G 1/4","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-50F-6MPa-VE","от 0 до 6МПа","G 1/4","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-50F-10MPa-VE","от 0 до 10МПа","G 1/4","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-50F-16MPa-VE","от 0 до 16МПа","G 1/4","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-50F-250Far-VE","от 0 до 25МПа","G 1/4","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-50F-40MPa-VE","от 0 до 40МПа","G 1/4","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-63F-60kPa-VE","от 0 до 60кПа","G 1/4","63мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-63F-100kPa-VE","от 0 до 100кПа","G 1/4","63мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-63F-160kPa-VE","от 0 до 160кПа","G 1/4","63мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-63F-250kPa-VE","от 0 до 250кПа","G 1/4","63мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-63F-400kPa-VE","от 0 до 400кПа","G 1/4","63мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-63F-600kPa-VE","от 0 до 600кПа","G 1/4","63мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-63F-1MPa-VE","от 0 до 1МПа","G 1/4","63мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-63F-1,6MPa-VE","от 0 до 1.6МПа","G 1/4","63мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-63F-2,5MPa-VE","от 0 до 2.5МПа","G 1/4","63мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-63F-4MPa-VE","от 0 до 4МПа","G 1/4","63мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-63F-6MPa-VE","от 0 до 6МПа","G 1/4","63мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-63F-10MPa-VE","от 0 до 10МПа","G 1/4","63мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-63F-16MPa-VE","от 0 до 16МПа","G 1/4","63мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-63F-25MPa-VE","от 0 до 25МПа","G 1/4","63мм","да","<img src=assets/inventory/F.png>"
,"G10-C-4G-63F-40MPa-VE","от 0 до 40МПа","G 1/4","63мм","да","<img src=assets/inventory/F.png>"
,"G10-C-8G-100F-60kPa-VE","от 0 до 60кПа","G 1/2","100мм","да","<img src=assets/inventory/F.png>"
,"G10-C-8G-100F-100kPa-VE","от 0 до 100кПа","G 1/2","100мм","да","<img src=assets/inventory/F.png>"
,"G10-C-8G-100F-160kPa-VE","от 0 до 160кПа","G 1/2","100мм","да","<img src=assets/inventory/F.png>"
,"G10-C-8G-100F-250kPa-VE","от 0 до 250кПа","G 1/2","100мм","да","<img src=assets/inventory/F.png>"
,"G10-C-8G-100F-400kPa-VE","от 0 до 400кПа","G 1/2","100мм","да","<img src=assets/inventory/F.png>"
,"G10-C-8G-100F-600kPa-VE","от 0 до 600кПа","G 1/2","100мм","да","<img src=assets/inventory/F.png>"
,"G10-C-8G-100F-1MPa-VE","от 0 до 1МПа","G 1/2","100мм","да","<img src=assets/inventory/F.png>"
,"G10-C-8G-100F-1,6MPa-VE","от 0 до 1.6МПа","G 1/2","100мм","да","<img src=assets/inventory/F.png>"
,"G10-C-8G-100F-2,5MPa-VE","от 0 до 2.5МПа","G 1/2","100мм","да","<img src=assets/inventory/F.png>"
,"G10-C-8G-100F-4MPa-VE","от 0 до 4МПа","G 1/2","100мм","да","<img src=assets/inventory/F.png>"
,"G10-C-8G-100F-6MPa-VE","от 0 до 6МПа","G 1/2","100мм","да","<img src=assets/inventory/F.png>"
,"G10-C-8G-100F-100Far-VE","от 0 до 10МПа","G 1/2","100мм","да","<img src=assets/inventory/F.png>"
,"G10-C-8G-100F-16MPa-VE","от 0 до 16МПа","G 1/2","100мм","да","<img src=assets/inventory/F.png>"
,"G10-C-8G-100F-25MPa-VE","от 0 до 25МПа","G 1/2","100мм","да","<img src=assets/inventory/F.png>"
,"G10-C-8G-100F-40MPa-VE","от 0 до 40МПа","G 1/2","100мм","да","<img src=assets/inventory/F.png>"
,"G10-C-10M-40F-60kPa-VE","от 0 до 60кПа","M10x1","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-10M-40F-100kPa-VE","от 0 до 100кПа","M10x1","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-10M-40F-160kPa-VE","от 0 до 160кПа","M10x1","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-10M-40F-250kPa-VE","от 0 до 250кПа","M10x1","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-10M-40F-400kPa-VE","от 0 до 400кПа","M10x1","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-10M-40F-600kPa-VE","от 0 до 600кПа","M10x1","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-10M-40F-1MPa-VE","от 0 до 1МПа","M10x1","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-10M-40F-1,6MPa-VE","от 0 до 1.6МПа","M10x1","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-10M-40F-2,5MPa-VE","от 0 до 2.5МПа","M10x1","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-10M-40F-40Far-VE","от 0 до 4МПа","M10x1","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-10M-40F-6MPa-VE","от 0 до 6МПа","M10x1","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-10M-40F-10MPa-VE","от 0 до 10МПа","M10x1","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-10M-40F-16MPa-VE","от 0 до 16МПа","M10x1","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-10M-40F-25MPa-VE","от 0 до 25МПа","M10x1","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-10M-40F-40MPa-VE","от 0 до 40МПа","M10x1","40мм","да","<img src=assets/inventory/F.png>"
,"G10-C-12M-50F-60kPa-VE","от 0 до 60кПа","M12x1.5","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-12M-50F-100kPa-VE","от 0 до 100кПа","M12x1.5","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-12M-50F-160kPa-VE","от 0 до 160кПа","M12x1.5","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-12M-50F-250kPa-VE","от 0 до 250кПа","M12x1.5","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-12M-50F-400kPa-VE","от 0 до 400кПа","M12x1.5","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-12M-50F-600kPa-VE","от 0 до 600кПа","M12x1.5","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-12M-50F-1MPa-VE","от 0 до 1МПа","M12x1.5","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-12M-50F-1,6MPa-VE","от 0 до 1.6МПа","M12x1.5","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-12M-50F-2,5MPa-VE","от 0 до 2.5МПа","M12x1.5","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-12M-50F-4MPa-VE","от 0 до 4МПа","M12x1.5","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-12M-50F-6MPa-VE","от 0 до 6МПа","M12x1.5","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-12M-50F-10MPa-VE","от 0 до 10МПа","M12x1.5","50мм","да","<img src=assets/inventory/F.png>"
,"G10-C-12M-50F-16MPa-VE","от 0 до 16МПа","M12x1.5","50мм","да","<img src=assets/inventory/F.png>"
